Firmware Version = HSP2SPO2_3_4.6, Sensor Hub Version = 30.8.3
AEC=ON,SCD=ON,Operation Mode=Algorithm,Algo Mode=2:Continuous HRM,Sample Rate (Hz)=100,Sample Averaging=4,Pulse Width (usec)=21.3,ADC Range (nA)=32768,ADC 2 Range (nA)=32768,IR PA (mA)=124,Red PA (mA)=124,Green PA (mA)=20,IR LED Range (mA)=124,Red LED Range (mA)=124,Green LED Range (mA)=124,Adj. Target PD Current Period=1800,Motion Det. Threshold=0.05,Min. PD Current=5,Init PD Current=10,Target PD Current=10,HR Confidence Level=0,HR Expiration Threshold=30,Init Integration Time=117.3,Min. Integration Time=14.8,Max. Integration Time=117.3,Init F Sampling-Avg=100 sps, avg=4,Min. F Sampling-Avg=25 sps, avg=1,Max. F Sampling-Avg=100 sps, avg=4
PPG registers dump,0=0,1=0,2=0,3=0,9=3F,A=0,B=0,C=0,D=2,10=0,11=3,12=88,13=40,14=0,15=0,16=40,20=0,21=0,22=0,23=0,24=0,25=0,26=0,27=0,28=0,29=0,2A=0,2B=0,2C=0,2D=0,2E=0,2F=0,30=0,31=0,32=0,33=0,34=0,35=0,36=0,37=0,40=0,41=0,42=0 
Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time, Walk Steps, Run Steps, KCal, Tot. Act. Energy, Ibi Offset
2022-02-17 13:16:11.507,0,33407,26980,20269,7707,0.571,0.15,0.97,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.593,1,33338,27061,1,0,0.566,0.116,0.9,2,60,0,0,32,-6,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.601,2,41350,33688,0,0,0.567,0.184,0.973,2,60,0,0,32,WALK,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.666,3,49576,40564,1,1,0.56,0.183,0.916,2,60,0,0,32,-6,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.673,4,57310,47063,0,0,0.573,0.209,0.883,2,60,0,0,32,6,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.737,5,64672,53330,0,1,0.572,0.206,0.875,2,60,0,0,32,-2,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.799,6,71642,59336,0,0,0.563,0.226,0.878,2,60,0,0,32,6,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.867,8,84385,70707,1,0,0.576,0.062,0.954,2,60,0,0,32,6,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.874,9,90385,76082,0,0,0.597,-0.028,0.905,2,60,0,0,32,-2,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.939,10,96103,81231,0,0,0.605,-0.093,0.87,2,60,0,0,32,WALK,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:11.945,11,97267,82511,1,0,0.639,-0.006,0.799,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.010,12,97080,82592,0,0,0.681,-0.08,0.758,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.071,14,96841,82704,0,0,0.739,-0.257,0.618,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.130,16,96856,82145,0,0,0.819,-0.261,0.495,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.188,17,97115,81740,0,0,0.776,-0.102,0.44,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.193,18,97239,81524,1,0,0.865,-0.239,0.424,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.255,19,97349,81318,0,1,0.889,-0.243,0.434,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.261,20,97562,81196,0,0,0.892,-0.262,0.416,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.320,21,97838,81114,0,1,0.877,-0.221,0.406,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.371,22,98134,81066,0,0,0.884,-0.316,0.392,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.377,24,98675,81142,0,0,0.882,-0.376,0.366,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.428,25,98945,81204,0,0,0.884,-0.285,0.372,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.486,26,99170,81267,0,0,0.889,-0.417,0.34,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.541,27,99348,81297,0,0,0.878,-0.417,0.375,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47819,--,--,--,--,--
2022-02-17 13:16:12.546,28,99461,81272,0,0,0.874,-0.428,0.375,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.597,29,99384,81175,0,0,0.871,-0.373,0.382,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.649,30,99163,81034,0,0,0.876,-0.381,0.375,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.703,31,98832,80881,0,1,0.873,-0.422,0.376,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.708,33,98249,80691,0,0,0.875,-0.375,0.37,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.767,34,97977,80625,0,1,0.872,-0.432,0.378,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.822,35,97780,80566,0,1,0.87,-0.396,0.398,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.828,36,97653,80478,0,0,0.872,-0.409,0.375,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.882,37,97622,80430,0,1,0.875,-0.406,0.363,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.939,38,97631,80372,1,0,0.872,-0.385,0.372,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.944,39,97657,80316,2,1,0.872,-0.393,0.367,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:12.998,40,97736,80303,1,0,0.873,-0.395,0.369,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.049,41,97825,80283,1,1,0.87,-0.386,0.378,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.060,42,97900,80266,0,0,0.871,-0.388,0.391,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.113,43,97957,80260,1,1,0.87,-0.416,0.383,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.160,44,98014,80272,0,0,0.872,-0.401,0.367,2,60,0,0,32,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.210,45,98068,80288,0,0,0.872,-0.388,0.379,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.220,46,98113,80301,1,0,0.871,-0.393,0.397,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.273,47,98156,80288,0,0,0.87,-0.416,0.394,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.325,48,98095,80178,0,1,0.87,-0.414,0.414,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.377,49,97920,79993,1,0,0.868,-0.416,0.431,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.381,50,97691,79779,0,0,0.871,-0.394,0.417,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.435,51,97444,79541,1,1,0.864,-0.389,0.454,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.505,52,97130,79279,0,0,0.87,-0.452,0.443,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47820,--,--,--,--,--
2022-02-17 13:16:13.510,53,96680,78989,0,0,0.871,-0.398,0.404,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.568,54,96052,78625,0,1,0.894,-0.459,0.309,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.621,55,95343,78189,2,0,0.899,-0.358,0.28,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.627,56,94421,77698,0,0,0.935,-0.339,0.235,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.680,57,93926,77477,1,0,0.941,-0.281,0.231,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.733,59,95162,78478,0,0,0.947,-0.302,0.261,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.795,60,96003,79216,0,0,0.912,-0.285,0.341,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.850,61,96751,79819,0,1,0.915,-0.265,0.371,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.901,62,97184,80196,0,0,0.928,-0.297,0.345,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.906,63,97592,80520,0,3,0.927,-0.335,0.332,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:13.958,64,98147,80890,0,1,0.903,-0.341,0.37,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.014,65,98759,81272,0,1,0.923,-0.261,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.113,66,99274,81608,0,0,0.933,-0.293,0.324,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.174,67,99779,81926,0,0,0.923,-0.25,0.358,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.180,69,100623,82465,1,0,0.915,-0.327,0.372,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.237,70,100901,82650,0,0,0.917,-0.319,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.297,71,101168,82800,0,0,0.919,-0.302,0.358,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.302,72,101413,82927,0,1,0.918,-0.306,0.36,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.353,73,101629,83046,2,0,0.927,-0.305,0.347,2,59,0,402.9,3,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.410,75,101966,83244,1,0,0.919,-0.303,0.36,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.462,76,102118,83357,0,1,0.918,-0.298,0.362,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.523,77,102227,83454,0,0,0.92,-0.31,0.363,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47821,--,--,--,--,--
2022-02-17 13:16:14.586,78,102343,83568,0,0,0.913,-0.318,0.36,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:14.591,80,102626,83850,0,0,0.919,-0.302,0.348,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:14.639,81,102784,84010,0,0,0.922,-0.302,0.354,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:14.700,82,102970,84184,1,0,0.913,-0.31,0.36,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:14.705,83,103143,84346,0,0,0.918,-0.319,0.367,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:14.790,84,103290,84489,0,0,0.921,-0.31,0.352,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:14.869,86,103547,84734,0,1,0.918,-0.304,0.357,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,4,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:14.902,88,103796,84969,0,0,0.914,-0.3,0.363,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.058,89,103916,85077,1,1,0.918,-0.301,0.362,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.115,93,104156,85271,0,0,0.919,-0.309,0.359,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.177,94,104167,85246,0,1,0.921,-0.305,0.35,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.182,95,104207,85243,1,0,0.912,-0.303,0.358,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.236,96,104262,85259,0,1,0.916,-0.313,0.363,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.390,98,104420,85351,0,0,0.916,-0.313,0.358,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.464,101,104660,85506,1,0,0.919,-0.307,0.36,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.471,102,104743,85566,0,0,0.916,-0.307,0.359,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47822,--,--,--,--,--
2022-02-17 13:16:15.533,103,104833,85632,1,0,0.914,-0.315,0.363,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.599,104,104921,85709,0,0,0.915,-0.305,0.362,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.651,105,105022,85789,0,0,0.916,-0.309,0.358,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.713,106,105111,85865,0,0,0.917,-0.306,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.718,107,105203,85941,1,0,0.916,-0.305,0.357,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.740,108,105303,86021,0,0,0.916,-0.307,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.812,109,105401,86106,0,0,0.915,-0.301,0.362,2,59,0,396.8,3,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.817,110,105508,86187,1,0,0.919,-0.308,0.362,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.884,111,105605,86266,0,1,0.912,-0.309,0.365,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.940,113,105798,86438,0,0,0.919,-0.31,0.359,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:15.945,114,105845,86479,1,0,0.917,-0.305,0.358,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.005,115,105800,86421,0,0,0.918,-0.306,0.359,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.067,116,105734,86328,1,0,0.914,-0.308,0.365,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.072,117,105681,86238,0,1,0.916,-0.311,0.362,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.123,118,105619,86152,1,1,0.914,-0.307,0.366,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.182,119,105598,86096,0,1,0.918,-0.308,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.258,121,105606,86042,0,1,0.919,-0.308,0.364,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.352,123,105625,86000,0,0,0.917,-0.309,0.364,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.404,125,105669,85988,1,1,0.909,-0.307,0.365,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.461,126,105689,85995,0,1,0.917,-0.307,0.364,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.467,127,105716,86003,0,1,0.918,-0.298,0.363,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47823,--,--,--,--,--
2022-02-17 13:16:16.540,128,105755,86030,0,0,0.918,-0.304,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.601,130,105836,86083,0,0,0.917,-0.306,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.655,131,105887,86118,0,0,0.916,-0.309,0.36,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.708,133,105993,86201,1,0,0.917,-0.307,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.768,134,106046,86243,0,0,0.918,-0.312,0.357,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.832,135,106117,86298,0,1,0.913,-0.309,0.361,2,59,0,471.6,6,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.836,136,106172,86343,1,0,0.915,-0.303,0.367,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.893,137,106219,86382,0,1,0.914,-0.311,0.36,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.897,138,106181,86335,0,0,0.913,-0.314,0.355,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:16.960,139,106064,86189,0,1,0.916,-0.307,0.361,2,59,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:17.014,140,105925,86013,0,0,0.915,-0.31,0.36,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:17.103,142,105665,85677,0,2,0.915,-0.309,0.36,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:17.169,143,105591,85577,0,0,0.914,-0.312,0.36,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:17.213,145,105488,85438,1,0,0.919,-0.306,0.361,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:17.218,146,105435,85371,1,1,0.917,-0.311,0.36,2,60,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
2022-02-17 13:16:17.264,147,105392,85315,0,0,0.916,-0.311,0.364,2,60,0,896.3,12,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47824,--,--,--,--,--
